timestamp,open,high,low,close,volume
2026-06-12 02:00:00,1.085,1.08505,1.08481,1.08487,118.79
2026-06-12 02:01:00,1.08487,1.08499,1.08462,1.08474,173.26
2026-06-12 02:02:00,1.08474,1.08484,1.08472,1.08481,119.63
2026-06-12 02:03:00,1.08481,1.08491,1.08474,1.08484,114.67
2026-06-12 02:04:00,1.08484,1.08499,1.08475,1.0849,183.14
2026-06-12 02:05:00,1.0849,1.08495,1.08468,1.08473,97.61
2026-06-12 02:06:00,1.08473,1.08481,1.08472,1.08481,208.17
2026-06-12 02:07:00,1.08481,1.08483,1.0847,1.08473,235.2
2026-06-12 02:08:00,1.08473,1.08479,1.08472,1.08478,66.55
2026-06-12 02:09:00,1.08478,1.08482,1.08474,1.08478,163.49
2026-06-12 02:10:00,1.08478,1.08493,1.08467,1.08482,91.69
2026-06-12 02:11:00,1.08482,1.08493,1.08453,1.08464,263.26
2026-06-12 02:12:00,1.08464,1.08466,1.08455,1.08457,193.46
2026-06-12 02:13:00,1.08457,1.08463,1.08451,1.08458,178.13
2026-06-12 02:14:00,1.08458,1.08458,1.08452,1.08452,113.9
2026-06-12 02:15:00,1.08452,1.08464,1.08447,1.08459,184.54
2026-06-12 02:16:00,1.08459,1.08465,1.08458,1.08464,212.52
2026-06-12 02:17:00,1.08464,1.08468,1.08462,1.08466,162.8
2026-06-12 02:18:00,1.08466,1.0849,1.08455,1.08479,179.26
2026-06-12 02:19:00,1.08479,1.08493,1.08476,1.0849,199.33
2026-06-12 02:20:00,1.0849,1.08497,1.08486,1.08493,195.83
2026-06-12 02:21:00,1.08493,1.085,1.08489,1.08496,178.24
2026-06-12 02:22:00,1.08496,1.08508,1.08466,1.08478,96.21
2026-06-12 02:23:00,1.08478,1.08503,1.08468,1.08493,160.46
2026-06-12 02:24:00,1.08493,1.08504,1.08487,1.08498,156.07
2026-06-12 02:25:00,1.08498,1.08503,1.08482,1.08487,151.62
2026-06-12 02:26:00,1.08487,1.0849,1.0848,1.08483,150.07
2026-06-12 02:27:00,1.08483,1.08484,1.0848,1.08481,103.26
2026-06-12 02:28:00,1.08481,1.08488,1.08479,1.08486,248.52
2026-06-12 02:29:00,1.08486,1.08492,1.08484,1.08489,182.4
2026-06-12 02:30:00,1.08489,1.08514,1.08474,1.08498,141.32
2026-06-12 02:31:00,1.08498,1.08522,1.08491,1.08514,137.22
2026-06-12 02:32:00,1.08514,1.08515,1.08504,1.08505,138.84
2026-06-12 02:33:00,1.08505,1.08509,1.08505,1.08509,228.08
2026-06-12 02:34:00,1.08509,1.0852,1.08503,1.08514,237.67
2026-06-12 02:35:00,1.08514,1.08526,1.08508,1.0852,142.46
2026-06-12 02:36:00,1.0852,1.08524,1.08514,1.08518,111.16
2026-06-12 02:37:00,1.08518,1.0852,1.08491,1.08493,148.31
2026-06-12 02:38:00,1.08493,1.08501,1.08486,1.08495,92.12
2026-06-12 02:39:00,1.08495,1.08499,1.08492,1.08496,115.55
2026-06-12 02:40:00,1.08496,1.08497,1.08494,1.08495,137.84
2026-06-12 02:41:00,1.08495,1.08507,1.0848,1.08492,76.02
2026-06-12 02:42:00,1.08492,1.08498,1.0848,1.08486,149.45
2026-06-12 02:43:00,1.08486,1.08505,1.08479,1.08498,125.13
2026-06-12 02:44:00,1.08498,1.08507,1.08495,1.08504,96.57
2026-06-12 02:45:00,1.08504,1.0851,1.085,1.08506,169.91
2026-06-12 02:46:00,1.08506,1.08518,1.08505,1.08518,174.12
2026-06-12 02:47:00,1.08518,1.08527,1.08508,1.08516,170.41
2026-06-12 02:48:00,1.08516,1.08517,1.08509,1.08509,228.73
2026-06-12 02:49:00,1.08509,1.08512,1.08501,1.08504,128.05
2026-06-12 02:50:00,1.08504,1.08512,1.08493,1.08501,127.11
2026-06-12 02:51:00,1.08501,1.08504,1.08495,1.08498,107.32
2026-06-12 02:52:00,1.08498,1.08509,1.08492,1.08504,105.85
2026-06-12 02:53:00,1.08504,1.08516,1.08484,1.08496,133.4
2026-06-12 02:54:00,1.08496,1.085,1.08488,1.08491,175.27
2026-06-12 02:55:00,1.08491,1.08501,1.08487,1.08496,126.75
2026-06-12 02:56:00,1.08496,1.08499,1.08487,1.08489,144.88
2026-06-12 02:57:00,1.08489,1.08502,1.08482,1.08494,116.27
2026-06-12 02:58:00,1.08494,1.08509,1.0849,1.08505,147.91
2026-06-12 02:59:00,1.08505,1.0851,1.08498,1.08504,89.94
2026-06-12 03:00:00,1.08504,1.08505,1.08499,1.08501,170.62
2026-06-12 03:01:00,1.08501,1.08514,1.08479,1.08493,196.12
2026-06-12 03:02:00,1.08493,1.08501,1.08492,1.08499,190.38
2026-06-12 03:03:00,1.08499,1.08521,1.08495,1.08517,163.92
2026-06-12 03:04:00,1.08517,1.08528,1.08508,1.08518,119.89
2026-06-12 03:05:00,1.08518,1.08526,1.08512,1.08519,80.43
2026-06-12 03:06:00,1.08519,1.08529,1.08504,1.08514,184.41
2026-06-12 03:07:00,1.08514,1.08528,1.08513,1.08528,205.6
2026-06-12 03:08:00,1.08528,1.08539,1.0852,1.08531,57.38
2026-06-12 03:09:00,1.08531,1.08534,1.08517,1.0852,205.33
2026-06-12 03:10:00,1.0852,1.08538,1.08512,1.0853,168.07
2026-06-12 03:11:00,1.0853,1.08531,1.08524,1.08525,137.33
2026-06-12 03:12:00,1.08525,1.08531,1.08514,1.0852,130.05
2026-06-12 03:13:00,1.0852,1.08527,1.08506,1.08512,243.04
2026-06-12 03:14:00,1.08512,1.08519,1.08507,1.08514,256.39
2026-06-12 03:15:00,1.08514,1.08523,1.08501,1.0851,118.07
2026-06-12 03:16:00,1.0851,1.08524,1.08489,1.08502,147.94
2026-06-12 03:17:00,1.08502,1.08507,1.08498,1.08503,110.55
2026-06-12 03:18:00,1.08503,1.08515,1.085,1.08512,175.42
2026-06-12 03:19:00,1.08512,1.08534,1.08503,1.08525,75.06
2026-06-12 03:20:00,1.08525,1.08538,1.0852,1.08532,136.67
2026-06-12 03:21:00,1.08532,1.08555,1.08523,1.08546,256.27
2026-06-12 03:22:00,1.08546,1.08558,1.08545,1.08557,185.65
2026-06-12 03:23:00,1.08557,1.08567,1.0854,1.08551,160.86
2026-06-12 03:24:00,1.08551,1.08554,1.08546,1.08549,119.2
2026-06-12 03:25:00,1.08549,1.0855,1.08535,1.08536,178.26
2026-06-12 03:26:00,1.08536,1.08537,1.08518,1.0852,202.05
2026-06-12 03:27:00,1.0852,1.08528,1.08511,1.08519,178.83
2026-06-12 03:28:00,1.08519,1.08524,1.08513,1.08518,163.6
2026-06-12 03:29:00,1.08518,1.0852,1.08511,1.08513,182.82
2026-06-12 03:30:00,1.08513,1.08519,1.0851,1.08515,181.79
2026-06-12 03:31:00,1.08515,1.08537,1.08505,1.08527,204.21
2026-06-12 03:32:00,1.08527,1.0853,1.08526,1.08529,306.93
2026-06-12 03:33:00,1.08529,1.08537,1.08508,1.08517,227.72
2026-06-12 03:34:00,1.08517,1.0852,1.085,1.08503,140.34
2026-06-12 03:35:00,1.08503,1.08513,1.08492,1.08501,92.57
2026-06-12 03:36:00,1.08501,1.08512,1.08496,1.08507,160.09
2026-06-12 03:37:00,1.08507,1.08528,1.08492,1.08513,91.92
2026-06-12 03:38:00,1.08513,1.08519,1.08496,1.08502,118.42
2026-06-12 03:39:00,1.08502,1.08508,1.0849,1.08496,106.44
2026-06-12 03:40:00,1.08496,1.08504,1.08494,1.08502,121.69
2026-06-12 03:41:00,1.08502,1.08515,1.08498,1.08512,115.81
2026-06-12 03:42:00,1.08512,1.08518,1.0851,1.08516,87.98
2026-06-12 03:43:00,1.08516,1.08524,1.085,1.08508,134.59
2026-06-12 03:44:00,1.08508,1.0853,1.085,1.08522,186.37
2026-06-12 03:45:00,1.08522,1.08528,1.0852,1.08526,220.0
2026-06-12 03:46:00,1.08526,1.08532,1.08522,1.08528,285.62
2026-06-12 03:47:00,1.08528,1.08542,1.08528,1.08542,55.58
2026-06-12 03:48:00,1.08542,1.0855,1.08531,1.0854,137.82
2026-06-12 03:49:00,1.0854,1.08541,1.08533,1.08535,135.8
2026-06-12 03:50:00,1.08535,1.08535,1.08534,1.08534,114.36
2026-06-12 03:51:00,1.08534,1.08538,1.08523,1.08526,117.18
2026-06-12 03:52:00,1.08526,1.08528,1.08519,1.08521,89.49
2026-06-12 03:53:00,1.08521,1.08522,1.08507,1.08509,77.55
2026-06-12 03:54:00,1.08509,1.08525,1.08504,1.0852,196.63
2026-06-12 03:55:00,1.0852,1.08525,1.08514,1.08519,117.33
2026-06-12 03:56:00,1.08519,1.08522,1.085,1.08503,88.59
2026-06-12 03:57:00,1.08503,1.08513,1.08488,1.08498,105.68
2026-06-12 03:58:00,1.08498,1.08501,1.08488,1.0849,139.76
2026-06-12 03:59:00,1.0849,1.08499,1.08476,1.08484,146.58
2026-06-12 04:00:00,1.08484,1.08486,1.08469,1.08471,100.82
2026-06-12 04:01:00,1.08471,1.08498,1.08464,1.0849,187.21
2026-06-12 04:02:00,1.0849,1.08505,1.08486,1.08501,136.92
2026-06-12 04:03:00,1.08501,1.08509,1.08488,1.08497,178.81
2026-06-12 04:04:00,1.08497,1.08498,1.08488,1.08489,92.71
2026-06-12 04:05:00,1.08489,1.08493,1.0848,1.08483,170.02
2026-06-12 04:06:00,1.08483,1.085,1.08475,1.08492,216.2
2026-06-12 04:07:00,1.08492,1.085,1.08483,1.08492,148.55
2026-06-12 04:08:00,1.08492,1.0851,1.0849,1.08508,206.44
2026-06-12 04:09:00,1.08508,1.08524,1.08496,1.08512,286.18
2026-06-12 04:10:00,1.08512,1.08514,1.08506,1.08508,225.56
2026-06-12 04:11:00,1.08508,1.08511,1.08498,1.08501,207.61
2026-06-12 04:12:00,1.08501,1.08508,1.08491,1.08497,116.51
2026-06-12 04:13:00,1.08497,1.08502,1.08492,1.08497,141.46
2026-06-12 04:14:00,1.08497,1.085,1.08487,1.0849,202.86
2026-06-12 04:15:00,1.0849,1.08491,1.08477,1.08478,177.91
2026-06-12 04:16:00,1.08478,1.08493,1.08459,1.08474,115.89
2026-06-12 04:17:00,1.08474,1.08485,1.08439,1.0845,238.32
2026-06-12 04:18:00,1.0845,1.08453,1.08443,1.08445,221.94
2026-06-12 04:19:00,1.08445,1.0845,1.08424,1.08428,129.12
2026-06-12 04:20:00,1.08428,1.08441,1.08428,1.08441,139.24
2026-06-12 04:21:00,1.08441,1.08442,1.08428,1.08429,149.47
2026-06-12 04:22:00,1.08429,1.08443,1.08426,1.0844,151.62
2026-06-12 04:23:00,1.0844,1.08451,1.08438,1.08448,155.87
2026-06-12 04:24:00,1.08448,1.08453,1.08447,1.08451,141.24
2026-06-12 04:25:00,1.08451,1.08452,1.0844,1.0844,193.13
2026-06-12 04:26:00,1.0844,1.08462,1.08439,1.08461,242.5
2026-06-12 04:27:00,1.08461,1.08471,1.08451,1.08461,149.58
2026-06-12 04:28:00,1.08461,1.08474,1.0845,1.08463,173.26
2026-06-12 04:29:00,1.08463,1.08476,1.08456,1.08469,154.96
2026-06-12 04:30:00,1.08469,1.08474,1.08456,1.08461,149.97
2026-06-12 04:31:00,1.08461,1.08466,1.08452,1.08457,116.48
2026-06-12 04:32:00,1.08457,1.08458,1.08438,1.0844,95.9
2026-06-12 04:33:00,1.0844,1.08452,1.08436,1.08448,79.85
2026-06-12 04:34:00,1.08448,1.08471,1.08441,1.08464,209.11
2026-06-12 04:35:00,1.08464,1.08472,1.08453,1.0846,117.58
2026-06-12 04:36:00,1.0846,1.08468,1.08447,1.08455,155.54
2026-06-12 04:37:00,1.08455,1.08457,1.08449,1.08451,123.2
2026-06-12 04:38:00,1.08451,1.08456,1.08447,1.08452,103.88
2026-06-12 04:39:00,1.08452,1.08462,1.08448,1.08457,226.66
2026-06-12 04:40:00,1.08457,1.08463,1.08446,1.08452,52.59
2026-06-12 04:41:00,1.08452,1.08476,1.08448,1.08472,191.59
2026-06-12 04:42:00,1.08472,1.08478,1.08463,1.08469,153.92
2026-06-12 04:43:00,1.08469,1.0848,1.08453,1.08464,123.99
2026-06-12 04:44:00,1.08464,1.08475,1.0846,1.08471,133.52
2026-06-12 04:45:00,1.08471,1.08474,1.08469,1.08471,179.59
2026-06-12 04:46:00,1.08471,1.08481,1.0847,1.0848,168.44
2026-06-12 04:47:00,1.0848,1.08487,1.08474,1.08481,159.42
2026-06-12 04:48:00,1.08481,1.08488,1.08466,1.08473,136.03
2026-06-12 04:49:00,1.08473,1.08473,1.08464,1.08465,78.32
2026-06-12 04:50:00,1.08465,1.08469,1.08461,1.08465,197.17
2026-06-12 04:51:00,1.08465,1.08466,1.08448,1.08448,151.88
2026-06-12 04:52:00,1.08448,1.08454,1.08428,1.08433,243.01
2026-06-12 04:53:00,1.08433,1.08441,1.08432,1.0844,211.63
2026-06-12 04:54:00,1.0844,1.08449,1.08439,1.08448,186.97
2026-06-12 04:55:00,1.08448,1.08469,1.0844,1.08462,255.24
2026-06-12 04:56:00,1.08462,1.08471,1.08446,1.08455,114.69
2026-06-12 04:57:00,1.08455,1.0847,1.08447,1.08462,196.59
2026-06-12 04:58:00,1.08462,1.08472,1.08461,1.08471,124.3
2026-06-12 04:59:00,1.08471,1.08473,1.08465,1.08467,202.53
2026-06-12 05:00:00,1.08467,1.08472,1.08456,1.08462,188.19
2026-06-12 05:01:00,1.08462,1.08466,1.08459,1.08463,134.88
2026-06-12 05:02:00,1.08463,1.08465,1.08455,1.08458,211.84
2026-06-12 05:03:00,1.08458,1.08463,1.08433,1.08438,149.35
2026-06-12 05:04:00,1.08438,1.08462,1.08429,1.08453,131.16
2026-06-12 05:05:00,1.08453,1.0846,1.0844,1.08447,214.41
2026-06-12 05:06:00,1.08447,1.08452,1.0844,1.08446,115.71
2026-06-12 05:07:00,1.08446,1.08456,1.08443,1.08454,246.02
2026-06-12 05:08:00,1.08454,1.08456,1.0844,1.08442,224.98
2026-06-12 05:09:00,1.08442,1.08456,1.08431,1.08445,119.24
2026-06-12 05:10:00,1.08445,1.08447,1.08442,1.08444,233.1
2026-06-12 05:11:00,1.08444,1.08465,1.08432,1.08452,130.61
2026-06-12 05:12:00,1.08452,1.08483,1.08438,1.08469,207.17
2026-06-12 05:13:00,1.08469,1.08485,1.08465,1.08481,133.06
2026-06-12 05:14:00,1.08481,1.08491,1.08474,1.08484,127.85
2026-06-12 05:15:00,1.08484,1.08484,1.08484,1.08484,222.83
2026-06-12 05:16:00,1.08484,1.08484,1.08472,1.08472,217.76
2026-06-12 05:17:00,1.08472,1.08484,1.08464,1.08476,95.19
2026-06-12 05:18:00,1.08476,1.08476,1.08474,1.08474,137.42
2026-06-12 05:19:00,1.08474,1.08475,1.08473,1.08475,94.96
2026-06-12 05:20:00,1.08475,1.08485,1.0847,1.0848,151.98
2026-06-12 05:21:00,1.0848,1.08483,1.0847,1.08472,176.4
2026-06-12 05:22:00,1.08472,1.08489,1.0847,1.08487,124.2
2026-06-12 05:23:00,1.08487,1.08496,1.0848,1.08489,107.95
2026-06-12 05:24:00,1.08489,1.08494,1.08477,1.08483,93.53
2026-06-12 05:25:00,1.08483,1.08495,1.08475,1.08487,116.12
2026-06-12 05:26:00,1.08487,1.08497,1.08466,1.08475,167.99
2026-06-12 05:27:00,1.08475,1.08488,1.08473,1.08486,126.22
2026-06-12 05:28:00,1.08486,1.08491,1.0846,1.08465,90.11
2026-06-12 05:29:00,1.08465,1.08471,1.08455,1.08461,199.1
2026-06-12 05:30:00,1.08461,1.08471,1.08453,1.08462,144.23
2026-06-12 05:31:00,1.08462,1.08476,1.08459,1.08473,180.06
2026-06-12 05:32:00,1.08473,1.08483,1.08469,1.0848,263.26
2026-06-12 05:33:00,1.0848,1.08481,1.08477,1.08478,199.06
2026-06-12 05:34:00,1.08478,1.08482,1.08476,1.0848,139.11
2026-06-12 05:35:00,1.0848,1.08486,1.08468,1.08474,176.51
2026-06-12 05:36:00,1.08474,1.08474,1.08457,1.08458,124.56
2026-06-12 05:37:00,1.08458,1.0847,1.08442,1.08454,168.25
2026-06-12 05:38:00,1.08454,1.08467,1.08452,1.08464,173.46
2026-06-12 05:39:00,1.08464,1.08478,1.08463,1.08477,186.8
2026-06-12 05:40:00,1.08477,1.08497,1.08475,1.08496,91.89
2026-06-12 05:41:00,1.08496,1.085,1.0849,1.08494,219.95
2026-06-12 05:42:00,1.08494,1.08497,1.0849,1.08493,174.57
2026-06-12 05:43:00,1.08493,1.08496,1.08486,1.0849,178.13
2026-06-12 05:44:00,1.0849,1.08493,1.08489,1.08491,102.82
2026-06-12 05:45:00,1.08491,1.08492,1.08486,1.08486,108.13
2026-06-12 05:46:00,1.08486,1.085,1.08483,1.08496,195.12
2026-06-12 05:47:00,1.08496,1.08509,1.08492,1.08504,116.98
2026-06-12 05:48:00,1.08504,1.0851,1.08484,1.0849,108.9
2026-06-12 05:49:00,1.0849,1.08498,1.08484,1.08492,202.79
2026-06-12 05:50:00,1.08492,1.08496,1.0849,1.08494,143.23
2026-06-12 05:51:00,1.08494,1.08509,1.08488,1.08503,211.45
2026-06-12 05:52:00,1.08503,1.08521,1.08495,1.08512,199.91
2026-06-12 05:53:00,1.08512,1.08522,1.08483,1.08493,190.25
2026-06-12 05:54:00,1.08493,1.08495,1.08492,1.08494,68.71
2026-06-12 05:55:00,1.08494,1.08494,1.08483,1.08483,185.45
2026-06-12 05:56:00,1.08483,1.08487,1.08471,1.08475,187.56
2026-06-12 05:57:00,1.08475,1.08475,1.08473,1.08473,151.02
2026-06-12 05:58:00,1.08473,1.08489,1.08469,1.08485,88.72
2026-06-12 05:59:00,1.08485,1.0849,1.08473,1.08478,76.01
2026-06-12 06:00:00,1.08478,1.08479,1.08472,1.08473,106.52
2026-06-12 06:01:00,1.08473,1.08478,1.08471,1.08476,129.34
2026-06-12 06:02:00,1.08476,1.08478,1.08473,1.08475,176.39
